발송순번,고객ID,고객명,연락처,세그먼트,우선순위,마지막이용일,경과일,평균주기,초과배수,이용횟수,마지막품목,누적결제금액,잔여횟수,만료일,수신동의,최근발송일,캠페인,채널,제목,발송메시지,발송예정일시,템플릿ID
2294,C102402,송도영,010-8968-6158,첫 방문 후 미방문,2순위,2026-05-23,74일,산정 불가,산정 불가,1회,보습 관리,"122,000원",,,동의,2026-06-06,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
송도영님, 첫 방문 후 74일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2295,C102504,임윤정,010-5356-1459,첫 방문 후 미방문,2순위,2026-05-23,74일,산정 불가,산정 불가,1회,기본 피부 관리,"127,000원",,,동의,2026-05-23,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
임윤정님, 첫 방문 후 74일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2296,C102527,서지호,010-6433-7948,첫 방문 후 미방문,2순위,2026-05-23,74일,산정 불가,산정 불가,1회,기본 피부 관리,"97,100원",,,동의,2026-06-09,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
서지호님, 첫 방문 후 74일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2297,C102577,전윤희,010-9413-1054,첫 방문 후 미방문,2순위,2026-05-23,74일,산정 불가,산정 불가,1회,첫 상담 패키지,"102,400원",,,동의,2026-05-26,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
전윤희님, 첫 방문 후 74일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2298,C102593,황서빈,010-8187-8105,첫 방문 후 미방문,2순위,2026-05-23,74일,산정 불가,산정 불가,1회,기본 피부 관리,"90,400원",,,동의,2026-04-25,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
황서빈님, 첫 방문 후 74일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2299,C102641,송서아,010-9072-3614,첫 방문 후 미방문,2순위,2026-05-23,74일,산정 불가,산정 불가,1회,기본 피부 관리,"94,400원",,,동의,2026-07-11,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
송서아님, 첫 방문 후 74일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2300,C102674,임유호,010-5131-2901,첫 방문 후 미방문,2순위,2026-05-23,74일,산정 불가,산정 불가,1회,기본 피부 관리,"101,300원",,,동의,2026-04-28,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
임유호님, 첫 방문 후 74일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2301,C102678,강은진,010-3602-3964,첫 방문 후 미방문,2순위,2026-05-23,74일,산정 불가,산정 불가,1회,기본 피부 관리,"116,200원",,,동의,2026-04-23,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
강은진님, 첫 방문 후 74일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2302,C102763,송예경,010-9096-9515,첫 방문 후 미방문,2순위,2026-05-23,74일,산정 불가,산정 불가,1회,기본 피부 관리,"138,700원",,,동의,2026-04-18,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
송예경님, 첫 방문 후 74일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2303,C101781,이서호,010-1871-4508,첫 방문 후 미방문,2순위,2026-05-24,73일,산정 불가,산정 불가,1회,첫 상담 패키지,"176,700원",,,동의,2026-06-29,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
이서호님, 첫 방문 후 73일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2304,C101833,홍주아,010-9565-2576,첫 방문 후 미방문,2순위,2026-05-24,73일,산정 불가,산정 불가,1회,첫 상담 패키지,"144,200원",,,동의,2026-04-21,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
홍주아님, 첫 방문 후 73일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2305,C101927,전유준,010-9379-1024,첫 방문 후 미방문,2순위,2026-05-24,73일,산정 불가,산정 불가,1회,첫 상담 패키지,"120,800원",,,동의,2026-04-18,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
전유준님, 첫 방문 후 73일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2306,C102167,홍민수,010-9715-5736,첫 방문 후 미방문,2순위,2026-05-24,73일,산정 불가,산정 불가,1회,기본 피부 관리,"136,700원",,,동의,2026-07-10,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
홍민수님, 첫 방문 후 73일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2307,C102278,임하수,010-5252-8982,첫 방문 후 미방문,2순위,2026-05-24,73일,산정 불가,산정 불가,1회,기본 피부 관리,"126,900원",,,동의,2026-06-06,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
임하수님, 첫 방문 후 73일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2308,C102346,이주진,010-1590-4488,첫 방문 후 미방문,2순위,2026-05-24,73일,산정 불가,산정 불가,1회,첫 상담 패키지,"99,700원",,,동의,2026-04-18,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
이주진님, 첫 방문 후 73일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2309,C102414,정주수,010-3100-6797,첫 방문 후 미방문,2순위,2026-05-24,73일,산정 불가,산정 불가,1회,보습 관리,"119,700원",,,동의,2026-05-31,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
정주수님, 첫 방문 후 73일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2310,C102493,송주우,010-8861-4116,첫 방문 후 미방문,2순위,2026-05-24,73일,산정 불가,산정 불가,1회,보습 관리,"175,800원",,,동의,2026-05-11,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
송주우님, 첫 방문 후 73일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2311,C102607,임소수,010-5360-3457,첫 방문 후 미방문,2순위,2026-05-24,73일,산정 불가,산정 불가,1회,보습 관리,"166,600원",,,동의,2026-05-09,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
임소수님, 첫 방문 후 73일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2312,C102626,윤주빈,010-4221-7293,첫 방문 후 미방문,2순위,2026-05-24,73일,산정 불가,산정 불가,1회,기본 피부 관리,"133,700원",,,동의,2026-06-27,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
윤주빈님, 첫 방문 후 73일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2313,C101763,임지준,010-5219-1689,첫 방문 후 미방문,2순위,2026-05-25,72일,산정 불가,산정 불가,1회,첫 상담 패키지,"83,900원",,,동의,2026-06-24,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
임지준님, 첫 방문 후 72일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2314,C101816,홍소영,010-9866-7624,첫 방문 후 미방문,2순위,2026-05-25,72일,산정 불가,산정 불가,1회,기본 피부 관리,"90,900원",,,동의,2026-06-08,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
홍소영님, 첫 방문 후 72일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2315,C101848,권현호,010-7498-7340,첫 방문 후 미방문,2순위,2026-05-25,72일,산정 불가,산정 불가,1회,기본 피부 관리,"117,500원",,,동의,2026-05-10,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
권현호님, 첫 방문 후 72일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2316,C101932,오윤정,010-6261-5176,첫 방문 후 미방문,2순위,2026-05-25,72일,산정 불가,산정 불가,1회,보습 관리,"176,100원",,,동의,2026-05-14,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
오윤정님, 첫 방문 후 72일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2317,C102099,송도수,010-8695-3249,첫 방문 후 미방문,2순위,2026-05-25,72일,산정 불가,산정 불가,1회,첫 상담 패키지,"128,700원",,,동의,2026-07-10,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
송도수님, 첫 방문 후 72일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2318,C102153,최수경,010-2619-1311,첫 방문 후 미방문,2순위,2026-05-25,72일,산정 불가,산정 불가,1회,보습 관리,"105,600원",,,동의,2026-06-28,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
최수경님, 첫 방문 후 72일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2319,C102276,이예영,010-1511-8819,첫 방문 후 미방문,2순위,2026-05-25,72일,산정 불가,산정 불가,1회,보습 관리,"179,100원",,,동의,2026-05-29,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
이예영님, 첫 방문 후 72일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2320,C102353,임현영,010-5252-3086,첫 방문 후 미방문,2순위,2026-05-25,72일,산정 불가,산정 불가,1회,보습 관리,"171,500원",,,동의,2026-05-05,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
임현영님, 첫 방문 후 72일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2321,C102513,최하아,010-2516-4329,첫 방문 후 미방문,2순위,2026-05-25,72일,산정 불가,산정 불가,1회,첫 상담 패키지,"84,900원",,,동의,2026-06-24,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
최하아님, 첫 방문 후 72일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2322,C102612,박예연,010-2106-3616,첫 방문 후 미방문,2순위,2026-05-25,72일,산정 불가,산정 불가,1회,기본 피부 관리,"154,600원",,,동의,2026-07-06,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
박예연님, 첫 방문 후 72일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2323,C102654,박민서,010-1957-4678,첫 방문 후 미방문,2순위,2026-05-25,72일,산정 불가,산정 불가,1회,첫 상담 패키지,"96,700원",,,동의,2026-06-06,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
박민서님, 첫 방문 후 72일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2324,C101849,홍채연,010-9598-5033,첫 방문 후 미방문,2순위,2026-05-26,71일,산정 불가,산정 불가,1회,기본 피부 관리,"128,200원",,,동의,2026-07-01,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
홍채연님, 첫 방문 후 71일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2325,C101865,황유서,010-7931-7075,첫 방문 후 미방문,2순위,2026-05-26,71일,산정 불가,산정 불가,1회,첫 상담 패키지,"171,300원",,,동의,2026-06-23,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
황유서님, 첫 방문 후 71일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2326,C101885,장하우,010-4897-9721,첫 방문 후 미방문,2순위,2026-05-26,71일,산정 불가,산정 불가,1회,기본 피부 관리,"80,400원",,,동의,2026-04-21,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
장하우님, 첫 방문 후 71일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2327,C101936,최수진,010-2682-8423,첫 방문 후 미방문,2순위,2026-05-26,71일,산정 불가,산정 불가,1회,첫 상담 패키지,"139,800원",,,동의,2026-06-08,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
최수진님, 첫 방문 후 71일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2328,C102093,한예우,010-5612-3914,첫 방문 후 미방문,2순위,2026-05-26,71일,산정 불가,산정 불가,1회,첫 상담 패키지,"177,300원",,,동의,2026-05-30,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
한예우님, 첫 방문 후 71일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2329,C102179,홍수수,010-9714-1891,첫 방문 후 미방문,2순위,2026-05-26,71일,산정 불가,산정 불가,1회,기본 피부 관리,"87,500원",,,동의,2026-06-11,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
홍수수님, 첫 방문 후 71일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2330,C102269,한채영,010-5504-6439,첫 방문 후 미방문,2순위,2026-05-26,71일,산정 불가,산정 불가,1회,보습 관리,"136,800원",,,동의,2026-05-14,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
한채영님, 첫 방문 후 71일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2331,C102292,신은아,010-7118-3755,첫 방문 후 미방문,2순위,2026-05-26,71일,산정 불가,산정 불가,1회,보습 관리,"100,000원",,,동의,2026-06-08,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
신은아님, 첫 방문 후 71일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2332,C102368,조민준,010-4092-2667,첫 방문 후 미방문,2순위,2026-05-26,71일,산정 불가,산정 불가,1회,보습 관리,"162,200원",,,동의,2026-05-17,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
조민준님, 첫 방문 후 71일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2333,C102406,장서서,010-4981-8957,첫 방문 후 미방문,2순위,2026-05-26,71일,산정 불가,산정 불가,1회,보습 관리,"158,700원",,,동의,2026-06-13,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
장서서님, 첫 방문 후 71일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2334,C102529,홍하아,010-9784-8778,첫 방문 후 미방문,2순위,2026-05-26,71일,산정 불가,산정 불가,1회,보습 관리,"167,800원",,,동의,2026-07-01,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
홍하아님, 첫 방문 후 71일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2335,C102556,김민우,010-1302-3952,첫 방문 후 미방문,2순위,2026-05-26,71일,산정 불가,산정 불가,1회,보습 관리,"173,700원",,,동의,2026-05-24,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
김민우님, 첫 방문 후 71일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2336,C101787,송윤서,010-8944-1078,첫 방문 후 미방문,2순위,2026-05-27,70일,산정 불가,산정 불가,1회,첫 상담 패키지,"117,000원",,,동의,2026-06-04,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
송윤서님, 첫 방문 후 70일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
2337,C101814,홍윤우,010-9580-6860,첫 방문 후 미방문,2순위,2026-05-27,70일,산정 불가,산정 불가,1회,첫 상담 패키지,"88,300원",,,동의,2026-05-25,2회차 리터치 · 15% 할인,LMS,[더뷰클리닉] 2회차 관리 안내 · 15% 할인,"(광고) [더뷰클리닉]
홍윤우님, 첫 방문 후 70일이 지났습니다.
처음 받으신 관리는 4주차 리터치를 함께 진행하실 때 결과가 가장 안정적으로 유지됩니다.

2회차 예약 시 15% 할인해 드립니다. (8월 31일까지)

▶ 예약: link.theview.kr/2
무료수신거부 0808-000-000",2026-08-04(화) 10:30,T-NEW-01
